"Artikul","price","balance"
"4-304365-10",724,100
"4-304366-06",67.65,100
"4-304416-10",43,100
"4-304435-02",412.7306,100
"4-304435-04",427.31020000000007,100
"4-304445-05",465,100
"4-304475-10",433,100
"4-304476-08",30.9796,100
"4-304495-02",495.4932,100
"4-304495-03",492.4018,100
"4-304495-05",468.4742,100
"4-304515-08",712,100
"40490-S",39,100
"40490-M",50,100
"35992-H5",69.413,100
"35996-H5",158.85039999999998,100
"29655-125-9",216.357,100
"29655-151-12.5",503.357,100
"37613-65-1R",28.167,100
"37613-75-2L",45.034400000000005,100
"37613-75-2R",45.034400000000005,100
"37613-100-1R",69.76559999999999,0
"37615-120",146.4766,100
"37615-140",185.4266,100
"37910-50",922.3278,100
"12552-08-12",5021,100
"11397-H10",173,100
"27187-13",128,100
"37605-075-2R",99.9908,100
"1610-20-3_z01",134.3898,100
"26096-H122",1639.6719999999998,100
"0640-2_z01",34,100
"2214-9-16_z02",343.6128,100
"8-426320_z01",75,100
"8-426321_z01",75,100
"8-426343_z01",39,100
"8-426387_z01",24,0
"8-427359_z01",132,100
"34397-50",431,100
"23011-30",181.3102,100
"23013-30",592.9502,100
"37613-75-1R",45.034400000000005,0
"37613-100-1L",69.76559999999999,0
"12552-03-05",787.1098,100
"56922-B",1359.9372,100
"29521-070",486.75200000000007,100
"29521-102",763.01,100
"33396-150-400",593.7620000000001,100
"12360-12-040",18.5894,100
"12360-12-016",13.579199999999998,100
U561-181-089-C,726.5282,100
ЗУШМ-125-950_z01,2005.1706,0
"29993-32",64.944,100
"29623-088-3.5",51.3074,100
"29623-H6",507.1536,100
"36601-180",91.9466,100
"36604-120",228.985,100
"15994-1.1_z01",86.83800000000001,100
"159951-1.2_z01",135.62800000000001,100
"09315",139,100
"3437-80",819.0898,100
"22850_z01",462.1028,100
"22855",201.9906,100
"40540-65",111.85619999999999,100
"38640",1139,100
"4247-55095B",114,100
"4250-55228C",52,100
"4250-55211T",54,100
"4250-55215T",34,100
"26396-12",163,100
"2338_z01",311.0506,100
"23341-60",1305.6204,100
"47942",317.6598,100
"47922",485.35799999999995,100
"47965",114,100
"52010_z01",404.98159999999996,100
"47622",417.8392,0
"37147",279.7102,100
"34585-040",295,100
"29531-127_z01",888.388,100
"29531-H6-1",2355,100
"29537-06_z01",58.465999999999994,100
"35435-120_z01",120.2858,100
"35435-240_z01",120.2858,100
"35593-060",72.47980000000001,100
"35593-600",72.47980000000001,100
"35611-320",40.6228,100
"35621-180",97.0634,100
"15061-40_z01",156,100
"15075-40_z01",241,100
"2050-90_z01",199.1698,100
"35450-115-040",39.5814,100
"35450-115-180",39.5814,100
"35451-115-060",39.5814,100
"35452-125-320",43.6896,100
"35453-125-080",44.977,100
"1506-40_z01",220,100
"3543-400_z01",73.25059999999999,100
"110311",329,100
"34592-080",1147,100
"26129-2-50-1",144.7874,100
"47787",884.7226,100
"4230-53852",241,100
"4250-55203T",78,100
"4250-55377T",57,100
"4250-55214T",34,100
"4250-55218T",28,100
"4250-55219T",48,100
"8-427685_z01",571,100
"50035-500",183,100
"1611-15-2",127.5592,100
"49807-06",46.166,100
"49808-06",45.181999999999995,100
"49809-06",46.412,100
ЗМПМ,186,100
ЗМД-2Т-П,186,100
"35435-060_z01",120.2858,100
"35435-320_z01",120.2858,100
"35435-400_z01",120.2858,100
"35425-600_z01",79.2448,100
"3543-120_z01",73.25059999999999,100
"35515-600",134.5866,100
"20646-05",815,100
"110235",516.2392,100
"27805-19_z01",83,0
"27805-24_z01",107,0
"15593-2_z01",87.494,100
"15984-4_z01",77.49,100
"15986-4_z01",77,100
"15983-4_z01",91.75800000000001,100
"15993-1.4_z01",78.474,100
"159951-1.8_z01",127.18199999999999,100
"4-304315-24",432,100
"4-304325-20",669,100
"4-304355-24",1097,100
"4-304445-08",564,100
"4-304455-02",730,100
"4-304475-02",428,100
"4-304495-04",450.3686,100
"4-304515-16",583,100
"4-304575-03",367.1796,100
"4-304576-04",14.186000000000002,100
"4-304585-20",470,100
"4-304585-50",396,100
"4-304596-20",54.694,100
"27437-8",109.55199999999999,0
"27437-12",277,100
"27437-19",1021.9659999999999,100
"27439-30",91.266,0
"23615-H10",3658.5857999999994,100
"40370_z01",20.582000000000004,100
"23531-10",103.50039999999998,100
"06671_z01",401,100
"06677_z01",1046,100
"25231-5_4",52.89,0
"09716-18-10",151,100
"21425-12",1101.0796,100
"21425-15",1238.9298000000001,100
"20650-06",1221,100
"20651-12",1553,100
"31630-06_z01",61,100
"31630-10_z01",69,100
"39353_z01",573,100
"23531-3/8",114.3572,0
"06055-14",39.196,100
"90071",40.25,0
"90074",55.2,0
"27892-H28_z01",3296,100
"0360-18_z01",51,100
"02184-24",80.77,100
"0504-16",20.336000000000002,100
"27725-30_z02",139.2524,100
"36252-230-1.9",126,100
ПБЦ-450 40П,9011,100
ЗДМ-1200 РММ2,4739,100
"23283-20",1332,100
"2207-6-18",573,100
"22175-3-16",176.3246,100
"2735-10_z01",557,100
"27801-13_z01",73,0
"20444-30-4",70.3888,100
"3424-2_z01",245.3604,100
"27455-H9",2002.8991999999998,100
"23382_z01",631,100
"23343-15",216.3898,100
OL-BSR-200,204,0
"32013-125-600_z01",4059,100
"47943",317.6598,100
"47946",237.595,0
"47927",305.163,0
"47963",184.5492,100
"35994-H5",104.12360000000001,100
"29188-600",765,100
"50037-060",34.03,100
"50071-500",136,100
"50075-110",38.13,100
"50079-110",38.13,100
"50110-060",32,100
"50120-110",170.2894,100
"50411-04-020",57,100
"50411-05-020",80,100
"50420-03-020",35,100
"50420-05-020",59,100
"26396-10",154.32399999999998,100
"26093-H99",1424.914,100
"47501",154.03699999999998,100
"47791",375.01059999999995,0
"22054-H7",219.07940000000002,100
"2942-105-07_z01",21.647999999999996,100
"2942-120-10_z01",30.667999999999996,100
"29482-450-16",400.89799999999997,100
"23389-25",284.5892,100
"26390-06",24.0752,100
"47947",239.0464,0
"47925",377.8232,100
"41140_z01",135.9,100
"41134",189.9,100
"41215-2_z01",122.6,100
"39081",62,100
"08781",76,100
"39312",136,0
"39596",298,100
"37803-08-13-10",65.0834,100
"37803-10-16-10",49.1836,100
"3780-11-20_z01",28.880399999999998,100
"22231-18",323.9164,100
"11630-G",49.0278,100
"159459-13",76.834,100
"155709-13",118.654,100
"155711-28",196.718,100
"2741-H9-2",194.9796,100
"27452-15",48.626,100
"159485-1.2_z01",61.254000000000005,100
"01817-07",74.2592,100
"01817-10",100.67960000000001,100
"23311-060_z01",1127,100
U255-122-015-W,57.498400000000004,0
"29850-06",130.2242,100
"29850-12",216.74239999999998,100
"8-426242_z01",53,100
"0636-400_z01",228.96040000000002,100
"29320-160-05_z01",123,100
"2243-30",950.7818000000001,100
"25240",811,100
"25216",245,100
"10751-3.0",832,100
"22359-32",1128.3773999999999,100
"29912-H3",52.89,100
"1611-15-1",124.04960000000001,100
"8-426445",72,100
"8-427284",146,100
"8-428435",1476,0
"8-428437",4601,100
"40427-21",317,0
"22011-10-25",927.2314,100
"25425-H37",491,100
"27710-H26",2127,100
"0636-480_z01",267.41020000000003,100
"15802_z01",983,100
"22001-1-20_z01",979,100
"34721-080_z01",1311,100
"49170-2",17.466,100
"49170-6",25.666,100
"49450-15",25.337999999999997,0
"12096-50-50",327.91799999999995,0
"159482-2",35.916,100
"302184-06-060",1140,100
"26395-12",81,100
"26762-320",1059.358,100
"26399-H2",122,100
"26775-H3",228.64059999999998,100
"55403",453.1894,100
"55420-025",140.5808,100
"55326-020",26.076,100
"8-425155_z01",1295,100
"8-426327",59,100
"8-426437",49,100
"8-427255",79,100
"27187-17",189,100
"35568-150-040",78.9906,100
"35568-150-060",78.9906,100
"2203-1-16_z01",266,100
"2203-4-16_z01",249.4686,100
"33370-115",980.9414,100
"33370-180",2158.9288,100
"33371-115",1076.25,100
"37118-2_z01",246,100
"37130-25",120,100
"37211-50_z01",358.9796,100
"37281-90",437.33060000000006,100
ЗГ-160ЭК,1845,100
"33383-H30",322.7602,100
"33386-140-H5",296.41360000000003,100
"29350-940-12_z01",939,100
"29350-340-18_z01",440.01200000000006,100
"29350-540-18_z01",630.539,100
"26001-3-50-2",53.7182,100
"26003-2-25-10",97,100
"26011-1-100-1",111.43800000000002,100
"26011-2-100-1",111.43800000000002,100
"35125-075_z01",136,100
"35128-065_z01",162.606,100
"35150-H2_z01",194.75,100
ЗЭТ-1000,19671,100
"3159-10_z01",24.19,100
"3159-12_z01",30.75,100
"38803-04",1011,100
"38831-07",4227,100
"09155",32,100
"15587-3_z01",74.866,100
"4-304495-08",437.20759999999996,100
"64054-200",5740,100
"40522-65",115.78399999999999,0
"40530-90",168.76420000000002,100
"40531",1490.4402,100
"40533",391.5008,100
"12480-11-13",223.06459999999998,100
"12516-11-13",180.195,100
"49806-10",49.61,0
"49807-10",60,100
"49807-12",67.076,0
"49807-16",82.90199999999999,100
"49808-10",60.925999999999995,100
"49808-12",68.306,100
"21807-60",560,100
"424720",213.3394,100
"424722",190.855,0
"11275-S",62.565999999999995,100
"29341-32-400",1075.3234,100
"29064_z01",690.5219999999999,100
ЗМР-1350Э-2,6535,100
ЗТС-180,3517,100
"10745-2.5",639,100
"27431-2_z01",594.1392,100
"27451-4",48.626,100
"27452-8",48.626,100
"2910-120-12_z02",34.3416,100
"35543-040",164.164,100
"35543-320",166.29600000000002,100
"35546-180",105.862,100
"27187-10",100,100
"27187-12",120,100
"29482-450-35",1214.912,100
"40005-23",726.11,100
"40007-2",584.5206000000001,100
"01825-07",66.3298,100
"01825-12",90.9298,100
"47617_z01",261.6784,100
"47711",734.3838000000001,100
"47715",901.5162000000001,100
"47717",1202.0216,100
"61810",306.8604,100
"61812",266.36879999999996,100
SV-55017-8,474.68979999999993,100
"50105-500",393.19,100
"50110-110",54,100
"35453-125-320",44.977,100
"35460-100",28.872200000000003,100
"8-427145_z01",432,100
"8-427117_z01",451,100
"8-427181_z01",188,100
"8-427251_z01",166,100
"8-427357_z01",85,100
"8-427307_z01",182,100
"8-427446_z01",501,0
"8-427608_z01",168,100
"8-428472_z01",102,100
"8-428484_z01",562,100
"29172-090-5_z01",93.5702,0
"0100-025_z02",8.839599999999999,100
"0100-075_z02",28,100
"0107-50_z01",22.3204,100
"0110-25_z01",22.8698,100
"23504-12",933.4141999999999,100
"23504-3/8",874.243,100
"23521-H6",8424.557,100
"35443-100",135.792,100
"35443-180",135.792,100
"39825-7",514,0
"35520-2000",119.17060000000001,100
"35525-100",35.4568,100
"35525-180",35.4568,100
"36591-125-60",80.975,100
"36591-125-80",80.975,100
"36592-150-80",137.35,100
"36595-115-80",128.125,100
"36600-080",52.685,100
"36600-120",52.685,100
"36604-180",243.4334,100
"15593-0.7_z01",87.494,100
"155945-3_z01",104.87800000000001,100
"20655-16",1713,100
ЗНПЧ-750,2993,100
"35271-120_z01",1055.9959999999999,100
"35161-050_z01",146,0
"4-29605-117-8.5",44.157,100
"4-29605-151-12",91.9302,100
"4-29621-040-1.4",9.626800000000001,100
"4-29621-057-2.6",18.0154,100
"4-29621-070-3.5",20.573800000000002,100
"4-29621-086-4.8",29.757799999999996,100
"4-29625-043-1.6",13.333200000000001,100
"4-29625-057-2.6",20.4016,100
"4-29625-065-3.1",26.756600000000002,100
"4-29625-086-4.9",44.3292,100
"4-29626-070-3.5",39.7372,100
"2918-65_z01",754,100
"2918-73_z01",830,100
"35561-115-040",53.291799999999995,100
"23504-15",1451.7772,100
"23504-1/2",1333.4430000000002,100
"23524-10",745.3144,100
"23524-1/2",795.6542,100
"23525-3/8",720.5914,100
"23655-H7",13687.694200000002,100
"0603-12-60_z01",175.73420000000002,100
"4-01001-075",45.370599999999996,100
"27890-H18_z01",1272,100
"27892-H25_z01",3004,100
"02505-18_z01",49.446,100
"02184-18",61.09,100
"0343-24",127.264,100
"0243-24",77.326,100
"15153-120",407,0
"40504",368.08979999999997,100
"47708",749.5784,100
"37805-016-32-4",57,100
"8-427373_z01",201,100
"8-427484_z01",345,100
"37605-125-2R",141.6468,100
"37605-125-4R",141.6468,100
"37605-125-4L",141.6468,100
"37611-25-2",23.1404,100
"37613-65-3L",28.167,100
"37613-75-3L",45.034400000000005,0
"37900",421.9146,100
"12562-04-05",811,100
"12560-03-05",452.3693999999999,100
"3431-40_z01",214.3808,100
"3436_z01",385.0392,100
"34393-40",249.64079999999998,100
"8-422365_z01",44,100
"8-422381-H50_z01",56,100
"29317-320-20",2140,100
"29317-570-32",3927,100
"29521-020",253.872,100
"29521-032",306.844,100
"29521-048",359.324,100
"29602-086-4.8",22.779600000000002,100
"29602-H8",300.243,100
"26121-3-25-2",94.13600000000001,100
"26123-3-50-2",119.96600000000001,100
"27977-H84",8142,100
ЗПДС-200-800,5600,100
ЗПДС-255-1500,11209,100
"27882-H22_z02",2928,100
"4-29605-049-2",9.511999999999999,0
"4-29605-061-3",12.956000000000001,100
"4-29605-070-3.5",13.956399999999999,100
"4-29605-075-4",16.334400000000002,100
"4-29605-080-4.5",17.835,100
"23383_z01",1040.1454,100
"23341-80",1816.7591999999997,100
"06347-100_z01",553.7706000000001,100
"26390-08",24.0752,100
"26390-10",25.4282,100
"47948",235.41379999999998,0
"47923",485.35799999999995,100
"47924",574,100
"47836-L_z01",109.71600000000001,100
ЗДА-12-2 КИ,3001,100
ЗДА-18-2 КИН20,5043,100
U503-951-027,714.4578,100
"29320-160-08_z01",137,100
"10752-2.5",1145,100
"11127-H2",1020.572,0
"31185_z01",6162.997,100
"3415-50_z01",509.8022,100
"11141_z01",246,100
"56211-R",202.81060000000002,0
"56213-BK",205.68060000000003,0
"56225-8",531.9094,100
"4-304316-08",24.034200000000002,100
"4-304316-12",51.159800000000004,100
"4-304325-08",827,100
"4-304325-12",723,100
"4-304326-12",57.2196,100
"4255-55378B",98,100
"40322",168,100
"49050-32-B",77.73599999999999,100
"49060-10-C",71.422,100
"22011-5-16",651,100
"32485",1061,100
"27453-H6",811,100
"3362",257.11920000000003,100
"33618_z01",72.88159999999999,100
"06347-50_z01",310.1404,100
"0636-150_z01",126.37020000000001,100
"0636-200_z01",142.3192,100
"12500-10-22",348.76239999999996,100
"29626-H13-M",694.212,100
"31630-08_z01",64,100
ПДП-55,4009,100
"4-39561_z01",559,100
"4-39415",819,100
"4-39463_z01",187,100
"4-39466",167,100
"4-39472",150,100
"4-39475_z01",130,100
"29317-520-20",2394,100
"3656-180-60",93.07,100
"39829-6",835,100
"39832",29,100
"39834",79,100
"33388-140-H5",471.4343999999999,100
"26101-2-100",462.111,0
U558-950-040,72.5454,100
"4325-H20_z01",171,100
"2233-20_z01",195.3568,100
"2205-5-14_z01",135,0
"31523_z01",893,100
"01032-025",13.480800000000002,100
"01032-100",58.4004,100
"4325-H13_z01",109,100
SV-44900,411.98440000000005,100
"39635-SX",55,100
"34587-150",1554.7528,100
"3305-45_z01",1388.3501999999999,100
"0331-15_z01",97.66199999999999,100
"0331-23_z01",131.61,100
"12233-09-05",37.6134,100
"1231-11",44.69,100
"1231-19",63.79599999999999,100
"40650-1.5_z02",1253,100
SV-44464-20,123.6232,100
"23015-20",233.9706,100
"2162-200",132,100
"2162-450",313,100
"1016-60_z01",12,100
"33201-15-1.5",128.31359999999998,100
SV-44432-20_z01,115.39039999999999,100
"39495-S",561,100
"30935-46-255",65.928,100
"40327-25-30",2005,100
"40325-32-30",1894,100
"29384-75-400_z01",601.8144,100
"426359",27,100
"426366",27,100
"427259",41,100
"427260",46,100
"427643",149,100
"45265",1122.5964,100
"423013",141,100
"10723-2.0_z03",365,100
"10723-2.5_z03",452,100
N000-026-515,96.5878,0
"29626-2.5",25.4364,100
"29626-6",88.57639999999999,100
"29621-2.7",18.1876,100
ТПГ-33000_М2,5945,100
ТПГ-75000_М2,12250,100
"27610-H12",721,100
"38371",3731,100
"38382-2",3731,0
"38065-K4",438,100
"23044-29",272,100
"27167-14",41,100
"03605-10_z01",45,100
"03605-15_z01",52.07,100
"32150-120-800",610,100
"3210-120-1000",723.6008,100
"25352-H38",851,0
"51906-035",106,100
"29626-3",32.586800000000004,100
"29626-3.3",38.851600000000005,100
"29626-5",65.0834,100
"32152-80-300",244.81920000000002,100
"11335-XL",457,100
"11330-XL_z01",273,100
"37160-60",212.28979999999999,100
"37220-49-01",218,100
DL-12 A5,4649,100
DL-16 A5,6141,100
"06037-10-60",270.0506,100
"06035-08-53_z02",147.9608,100
"27453-14",99.31020000000001,100
"20531-450_z02",292.3792,100
"20533-900",348.0408,100
"2054-65",172.0196,100
"29626-10",281.875,100
"29626-H25",4427.1308,100
"29625-1",10.947000000000001,100
"29625-2",14.391000000000002,100
"11408-H10",176,100
"36204-115-6.0_z02_G",27.17,100
"421838",679,100
"29870-H7_z01",3670.812,100
"35142-060",82.082,100
"35148-075",164.738,100
"34926",975,100
"2009-2",975,100
ЗТП-М5-2000,1459,100
"20235-560_z01",348,100
"20356-450_z01",304.4824,100
"11467-S",228,0
"38038-13_z01",204,100
"29665-3-20-H3",1173.1822,100
АСТ-800,1467,100
АСТ-2000,2287,100
ЭП-200-1000С,17941,100
"29314-210-07_z01",91.43,100
"12291-R",16.072,100
"30930-36-370",132.512,100
"30930-46-205",49.035999999999994,100
"30930-76-370",75.768,100
"30935-46-205",49.035999999999994,100
"30935-76-370",75.768,100
"40327-19-15",742,100
"40327-38-15",1783,100
"40327-19-30",1485,100
"34056-03-16_z01",141,100
"26191-2-50-S2",85.116,0
"26377-12",190.9698,100
"26221-3-25-10_z01",65,100
"26223-2-50-10_z01",120,100
"31300-48-14",27,100
"31300-48-16",29.93,100
"31185-RK",2267.0622,0
"37866-75-80_z01",37.966,100
"37866-107-116",46.412,100
"4-51327-C-1/2",458.052,100
ЗТШМ-150/686Л,3636.5442000000003,100
ЗУШМ-ШП,63,100
"22211-1-250",343.49799999999993,100
"22215-H4",67.60079999999999,100
"26013-1-25-10",237.718,100
"26015-20-50-2",94.546,100
"26015-30-25-10",273.47,100
"26015-30-25-2",70.602,100
"28261-3/4",361,100
"11404-XL",17.958,100
"11451-S",21.484,100
"11451-XL",22.55,100
"11452-S",20.582000000000004,100
"11459-S",26.404,100
"11462-XL",30.75,100
"27950-17",239.8664,100
"27950-H8",2085.5388000000003,0
"27952-55",254,100
"03-05812-07",52.808,100
"06015-12-60",214.56940000000003,100
"36563-115-40",38.95,100
"4-303116-03-012",12.570599999999999,100
"4-303116-03-016",14.579600000000001,100
"27253-37",724,100
"27255-30",738,100
"29165-085-04",87.9122,100
"159511-4-S5",225.91,100
"159516-2.5-S5",246.164,100
"2810-H20_z01",1121.6698000000001,100
"25261-3.0-075",79.37599999999999,100
"4210-53/223B",977,100
"27451-5",53.135999999999996,100
"29185_z01",38.13,100
"29605-H3",142.844,100
"41253-2",167.1,100
"41233-0",149.9,100
"37403-2",27,100
"37403-3",27,100
"40560-4",291.7806,100
"27258-20",920,100
"27259-15",343,100
"1015-60_z02",8.938,100
"40438",538,100
"40453",699,0
"36563-150-60",63,100
"51212-3/4",396.716,100
"22812-1",870.1101999999998,100
"4-303476-03-010",26.5106,100
"4-303476-05-050",24.8706,100
"4-303586-03",10,100
"4-303586-04",18.122,100
"4-303586-05",17.3758,100
"3522-100_z01",330.37799999999993,100
"26085-H20",127.03439999999999,100
"4-300310-48-060-3003",1636.3591999999999,100
"4-300310-48-060-6002",1636.3591999999999,100
"4-300310-48-060-6005",1636.3591999999999,100
"4-300310-48-080-3003",1472.3591999999999,100
"29602-133-10.5",146.329,100
"35541-080",103.976,100
"34587-060",785.8059999999999,100
"12233-12-05",46.1742,100
"12233-19-05",51.315599999999996,100
"12248-50-50",488,100
"12550-03-05",498.3796,100
"0812-12-120",978.8094,100
"40652-1.5_z02",1044,100
"31205-40-18",350,100
"35104-120-2",504.71,100
"03182-18_z01",125.54199999999999,100
"29165-150-12",174.25,100
"29602-151-13",237.2834,100
"29503-10",46.084,100
"26121-1-50-2",119.96600000000001,100
"26123-2-50-10",449,100
"33390-200-120",584.3484000000001,100
"36222-115-1.6",30.2088,0
WQF-PETBOX-12,2,0
ЗАКБ-14.4-Ли,1275.5592,0
"28275-1/4-5/4",1078,100
"11452-XL",23.206,100
"29390-400-12_z01",301.51399999999995,100
"29945-22",268.632,100
"29945-25",277.89799999999997,100
ЗАВД-2000,8264.1322,100
ЗНПЧ-550,2738,100
"4-303856-12",18.5484,100
SV-57917,369,100
OL-XA-1,296.7662,100
"8-43631",311,100
ЗПД-2000,4551,100
"22211-3-110",192,100
"26125-25-100-1",139.728,100
"27976-H66",5647,100
"3367_z01",342.4812,0
"33675_z01",1476.7380000000003,100
ЗПЛ-350-190,8019,100
ЗСЛ-90,4821,100
ЗШС-330,4739,100
"32229-150",458,100
"41331",129.9,100
"4-29625-032-0.9",10.332,100
"4-29625-040-1.4",11.2176,100
"4-29625-043-1.7",13.333200000000001,100
"4-29625-046-1.9",13.513600000000002,100
"4-29625-057-2.4",17.0396,100
"4-29625-080-4.5",40.918,100
"29985-10",59.122,100
"29985-50",220.498,100
"29985-H5",637.386,100
"41255-0",169.9,100
"41231-0",79.9,100
"41237-0",175.6,100
"29531-035_z01",252.97,100
"29531-041_z01",294.13399999999996,100
"90145",22.33,0
"01041-038",31,100
"01041-050",39.7208,100
"01041-075",61.590199999999996,100
U505-130-019,723.322,0
"34153-20",100.06460000000001,100
"34025-05",108,100
"29111-150-08",42.7794,100
"29111-150-10",49.159000000000006,100
"26013-3-25-2",70.602,100
"26015-25-25-2",70.602,100
"26015-40-50-2",94.546,100
"26017-3-25-2",70.602,100
"35114-075_z01",86.18199999999999,100
"35114-100_z01",113.734,100
"12482-11-13",223.06459999999998,100
"49150-25",161,100
"49805-06",41.902,0
"49808-14",75.768,100
"35425-040_z01",79.2448,100
"35425-080_z01",79.2448,100
"35425-180_z01",79.2448,100
ЗПТ-255-1600-Л-02,9838,100
ЗЦП-2001-02,5731,100
"26128-2-25-1",136.2184,100
"26128-2-50-1",144.7874,100
"15154-250",417,100
"15811",483,100
"40503-060",120.26939999999999,0
"40503-120",153.06939999999997,0
"33342_z01",344.236,100
ЗМРН-2-220,1090,100
"8-426405",46,100
"1552-76_z01",300,0
GGTP-1000,5292.649,100
GLM-38,6864.0232000000005,100
GLMP-43,7843.824799999999,100
GFP-25-2.0,1631,100
"1107_z01",351,100
"22947",603.0608,100
"37400-1",12,100
"40507-120",142.13060000000002,100
"47621-1",291.223,100
"47621-2",329.2054,100
"38632",501,100
"4202-53/108C",1704,0
"4255-55379B",138,100
"4260-55/590",3416,100
"8-429015-15",757,100
"40321",120,100
"34055-05-25_z02",182.778,100
"11140_z01",459,100
"11142_z01",275,100
"56220-R",174.1106,0
"02503-15",42.722,100
"3416-10_z01",170.2566,100
"56203",469.72060000000005,100
"56230",234.3806,100
"4-304315-12",738,100
"4-304316-06",24.034200000000002,100
"4-304325-10",769,100
"4-304325-14",440,100
"4-304355-16",703,100
"4-304356-06",76,100
"4-304366-05",52.644000000000005,100
"4-304366-10",115.866,100
"4-304415-03",684,100
"4-304415-05",823,100
"4-304415-08",907,100
"4-304436-02",13.8498,100
"4-304445-04",569,100
"4-304455-05",715,100
"51907-03",515.1322,100
"37227-60",361.71020000000004,100
ЗДА-12-Ли-К,3147.1764000000003,0
"33383-H10",164.67239999999998,100
"29350-540-12_z01",540.4209999999999,100
"29350-540-16_z01",613.5814,100
"29350-320-25_z01",748.25,100
"29421-300-06",118.81800000000001,100
"0914",52,100
"1822-20_z01",396,100
"22018-5-13",1280.4628,100
"31620-12_z01",44,100
"31620-14_z01",50,100
ПДП-75,5403,100
"39356",515,100
SV-49061-16-C,113.119,100
SV-49071-20-C,129.0106,100
SV-49112-30-63,565,100
SV-49134-300-63,1033,100
SV-55341-20,63,0
"33350-73",209.75600000000003,100
"33350-83",231.65,100
"33350-H8",1682.968,100
"33361-076",232.54379999999998,100
"29140-150-05_z01",41.2132,100
"31630-12_z01",75,100
"39355_z01",480,100
"37805-057-76-2",47.42059999999999,100
"37805-091-114-2",62.3446,100
"37811-13-26-200",1342,100
"37815-016-32-100",1563,100
"37815-065-89-50",1135,100
"37815-078-101-2",70.9956,100
"4-29625-086-5",47.641999999999996,100
"4-29626-080-4.5",54.2184,100
"2243",774.1619999999999,100
"29184-08_z01",76.998,100
"29985-15",79.70400000000001,100
"35568-150-600",78.9906,100
"35583-320",36.407999999999994,100
"35593-100",72.47980000000001,100
"35594-120",72.47980000000001,100
"35612-080",43.00900000000001,100
"35613-120",47.683,100
U590-250-037,628.981,100
"20511-680_z01",295,100
"2910-300-06_z01",204.0898,100
"03182-24_z01",148.91199999999998,100
"40507-080",112.06939999999999,100
"29421-200-12",188.35399999999998,100
"4206-53/158C",402,100
"4250-55174C",152,100
"4250-55291C",57,100
"8-422035",548,100
"8-427625",102,100
"4-39481-08",255,100
"0331-18_z01",114.472,100
"12550-06-10",1997.4298,100
"12550-08-12",3197.3603999999996,100
"39022",28,100
"15985-4_z01",169.412,100
"15591-H5",106.92800000000001,100
"47781",365.8266,100
"2942-110-08_z01",24.846,100
"29482-450-52",2686.1560000000004,100
"3116",523,100
"49150-04",29.479,0
"4-29605-086-4.8",18.983,100
"4-29605-101-6.5",28,100
"4-29605-133-10.2",67.0268,100
"4-29605-151-12.5",99.34300000000002,100
"23710-38",1356.4686000000002,100
"23710-50",1398.8216,100
"23711-3-18",110.93779999999998,100
U274-130-100,267.7792,100
"35563-125-1000",61.8526,100
"35566-150-060",78.9906,100
"35566-150-100",78.9906,100
"35590-100",53.455799999999996,100
"35590-120",53.455799999999996,100
"35591-100",53.455799999999996,100
"35593-120",72.47980000000001,100
"35611-180",40.6228,100
"35612-180",43.00900000000001,100
"35613-320",47.683,100
"29165-H5",642.1912,100
"22631_z01",373,100
"15165-35",701,100
"29421-300-08",137.924,100
"01041-063",52.0208,100
"50130-500",761.452,100
"8-427629_z01",135,100
"37211-40",283.35920000000004,100
GGTP-800,4483.3910000000005,100
"29621-H19-M",1044.4340000000002,100
"29625-H13-M",481.75,100
"29625-H19-M",1421.7160000000001,100
"29315-H4",167.93600000000004,100
"22018-1-22",882.197,100
"23705-42",906.5592,100
"50321-05-020",105.08300000000001,100
"50410-03-020",37,100
"33193-60_z01",4844.9208,100
"2044-40",907.2644,100
"38550",654,100
ЗГ-130ЭК H242,4091,100
"27423-H8",410.246,100
"25134-H18_z01",733,100
"8-426402",41,0
"8-426403",41,100
"8-427665_z01",132,100
"29383-50-300",339.62760000000003,100
"49150-06",35.178,0
"49150-10",49.61,0
"4-29605-109-7.5",36.121,100
"4-29605-117-8",41.4182,100
"4-29605-133-10",60.84400000000001,100
"4-29621-075-4.1",24.107999999999997,100
"4-29621-080-4.4",26.666400000000003,100
"4-29625-061-2.8",21.3692,100
"29400-060-03",45,100
"29400-085-05",45.51,100
"29400-117-08",54.448,100
"29320-H4",685.93,100
"29323-H4",1054.9218,100
"8-426310_z01",74,100
"27725-10_z02",47.2976,100
"29602-075-3.9",16.5148,100
"29602-086-5.3",27.9948,100
"29602-093-5.7",30.9058,100
"29602-109-7",65.7886,100
"29602-117-8.5",94.22619999999999,100
"29602-133-10.2",98.21960000000001,100
"29602-H19-M",1018.276,100
"26121-2-25-2",94.13600000000001,100
"26121-1-25-10",317,100
"26121-3-50-2",119.96600000000001,100
"26125-30-50-2",119.96600000000001,100
"26125-40-50-2",119.96600000000001,100
"110237",461.4796,100
"110312",329,100
"110320",310,100
"34596-100",1688,100
"27513-260-21",109,100
"09710-25-5",81,100
"06347-30_z01",229.05059999999997,100
"23311-035_z01",610,100
"20071-2",1635,100
"31620-10_z01",42,100
"4-300315-48-035-3003",547.678,100
"4-300315-48-035-3005",624.266,100
"4-300315-48-065-6005",366.2694,100
"4-300315-48-070-3005",333.904,100
"4-300315-48-070-5005",333.904,100
